ID,coords,att_12,att_12_m_I,att_12_g_C,sect1,sect2,sect3,sect4,maximo,maximo_2,maximo_3,ratio32,area1,area12,area2,area3,kurt_1,kurt_2,middle_maximo,mean,var,skew,kurt,geo_mean,har_mean,entr,att_12_prof,porosity,l_n_voids,l_RVB
00000,"['0', '3', '0', '3']",13.589545753605494,0.11189440788391626,0.8129643620831633,9.069355957772684,0.0,0.0,4.408012478614596,30.0,6.334333333333333,14.88888888888889,2.5554549490217373,259.1111111111111,24.518518518518515,38.85185185185184,125.41666666666669,-0.9550699110896042,2.535327726814108,2.6666666666666665,1.088888888888889,0.9033333333333334,0.19392140572229769,-1.1838153437488752,0.06101139320666184,0.0002942720830478375,2.732505191558976,14.315551384009526,0.672934472934473,3,0.5215918712955123
00001,"['0', '3', '1', '4']",13.133774264072386,0.16494949931153727,0.638352953427651,8.73940469485391,0.0,0.0,8.31769564134603,33.77777777777778,7.556555555555556,14.88888888888889,2.1960420766982907,288.8148148148148,30.48148148148148,44.29629629629629,127.72222222222223,-0.9667028462194894,2.589564870652742,3.3333333333333335,1.3199999999999998,1.2066666666666666,0.24896842903575156,-0.9435421509029701,0.11662962298160862,0.00034980947881187613,2.778607712479887,13.197068981017344,0.3364672364672365,3,0.5215918712955123
00002,"['0', '3', '2', '5']",12.696093311136703,0.04900887545478326,0.7255714236755845,8.433280450828327,0.0,0.0,12.129098106976853,38.0,8.889888888888889,15.11111111111111,1.8579942811152736,311.48148148148147,36.888888888888886,50.67592592592593,130.45370370370372,-0.958825703019733,2.572314434569962,4.111111111111111,1.5688888888888888,1.5581481481481483,0.3480272296836465,-0.6707466398506663,0.1897943412418787,0.00041922848361052007,2.824726952171117,12.564087882132274,0.0,1,0.0
00003,"['0', '3', '3', '6']",12.443919121596071,0.17537000423461777,0.736132429759713,8.282725611071005,2.2403498159041275,0.0,12.009197716433317,39.666666666666664,9.556555555555555,15.444444444444445,1.792521845318063,313.22222222222223,41.148148148148145,53.9537037037037,132.23148148148152,-0.9384619003259596,2.594941254478832,4.555555555555555,1.72,1.8074074074074074,0.45615130893728306,-0.5511786597004402,0.27570245257512577,0.000495247961844609,2.8486817871869845,12.815761901474396,0.0,1,0.0
00004,"['0', '3', '4', '7']",12.889032857218492,0.16805199615986993,0.6672662709406068,8.398754013760641,4.4994207219960005,0.0,8.286048866654784,40.55555555555556,9.334333333333333,15.666666666666666,1.8956727851886161,307.1111111111111,43.888888888888886,53.73148148148148,134.4351851851852,-0.8772659022991269,2.611182366326239,4.666666666666667,1.822222222222222,1.858888888888889,0.3821153659139479,-0.6759423032977817,0.3692682603294378,0.0005785323252868508,2.8812011185269335,12.815761901474396,0.0,1,0.0
00005,"['0', '3', '5', '8']",13.860533744194703,0.32056483378975775,0.5175817865675251,7.811532707128259,6.601067748129894,2.27743501539625,5.34799890892761,41.333333333333336,8.556555555555555,15.666666666666666,2.094620251466173,315.8148148148148,46.96296296296296,48.59259259259259,136.57407407407405,-0.7859419080792495,3.15266362248563,4.666666666666667,1.9288888888888889,1.9285185185185183,0.2213492600970478,-0.880298516543858,0.405732261961404,0.000610922119920388,2.9077716416094948,14.219623334374802,0.04547008547008547,4,0.6545530492898914
00006,"['0', '3', '6', '9']",15.78374403622686,0.27839936879007954,0.5529443456087015,7.667279107855519,10.587123557679831,4.41479838914757,6.181196777583463,42.44444444444444,7.223222222222223,15.666666666666666,2.656381776872764,329.6296296296296,49.55555555555556,40.17592592592593,137.16666666666669,-0.7324254691915504,3.142013840964585,4.888888888888889,2.017777777777778,2.1174074074074074,0.2623201226466005,-0.5936590392628246,0.3911563469659078,0.0005924207505248142,2.9122957352128642,15.795654825903645,0.24934472934472934,8,0.6619439366240097
00007,"['0', '3', '7', '10']",17.757517628172316,0.2466664794536065,0.6297216525469934,7.893235130151938,14.094483624959187,6.569535331698395,4.590579957137961,43.55555555555556,5.889888888888888,15.666666666666666,3.1918975658632895,340.4074074074074,51.18518518518518,31.166666666666668,138.18518518518516,-0.7688921768121254,3.346579473153886,5.666666666666667,2.0844444444444443,2.835555555555555,0.5181065404664975,-0.16755296654519927,0.3128778140700713,0.0004998851847590064,2.840677412033749,19.546224427647903,0.5852611585944919,9,0.6536963717790615
00008,"['0', '3', '8', '11']",19.84980463709061,0.1681372078888981,0.5825254134108208,8.097430654513452,16.809842449454877,4.292100316302145,2.3131449417417107,44.0,4.6676666666666655,15.88888888888889,4.069268952439825,338.07407407407413,54.111111111111114,25.851851851851848,138.62962962962965,-0.8252643303722221,2.4134938510789343,6.888888888888889,2.208888888888889,4.346666666666666,0.8831947305336298,0.28355312492305446,0.25277425182985414,0.00043047972709657256,2.7533862186707063,19.77162769740397,0.7350807217473885,9,0.6729626375897887
00009,"['0', '3', '9', '12']",20.39891599622661,-0.3635006067253431,1.350916473388659,7.786769950813916,15.041196518814624,2.1547369425508247,0.0,43.888888888888886,4.223222222222223,16.11111111111111,4.213671863772558,323.77777777777777,57.59259259259258,23.990740740740737,140.25925925925924,-0.8188604852541194,2.140791950059488,8.222222222222221,2.3733333333333335,5.884444444444444,1.070008466743341,0.40302876041129304,0.22831159822473493,0.0003987505822944629,2.69870918812796,22.042251673203243,1.1506172839506172,8,0.6432155827005612
00010,"['0', '3', '10', '13']",19.68840433906733,0.33253609362665315,0.524781709063827,7.863642091622602,14.072578442519248,0.0,2.259070906091873,42.55555555555556,4.445444444444444,16.11111111111111,4.002655720476738,304.4074074074074,60.77777777777778,26.68518518518518,141.41666666666666,-0.7345440683823699,1.924423788650187,8.666666666666666,2.533333333333333,6.32962962962963,0.9871201554813841,0.24630659033762248,0.2621081932281126,0.00042189325014102417,2.7268813487986434,19.546224427647903,0.950883190883191,6,0.6595957174816235
