ID,coords,att_12,att_12_m_I,att_12_g_C,sect1,sect2,sect3,sect4,maximo,maximo_2,maximo_3,ratio32,area1,area12,area2,area3,kurt_1,kurt_2,middle_maximo,mean,var,skew,kurt,geo_mean,har_mean,entr,att_12_prof,porosity
00013,"['0', '5', '13', '18']",11.843166688986976,0.5570832596185701,0.3165144320773365,7.574420796272025,13.100257543697392,12.834324803212485,13.931153064293156,40.16,10.360999999999999,2.2,0.23471130555324798,285.3333333333333,62.599999999999994,62.68333333333333,33.376666666666665,-0.40945342789563854,1.9874614111540987,7.16,2.6927999999999996,5.261466666666666,0.5066215116806496,-0.810195899191107,0.47116095287213683,0.0005817548512082588,2.827567671674176,12.03772616538995,0.9387563636363637
00014,"['0', '5', '14', '19']",12.301050177003631,0.6530581489345877,0.26879893478570116,6.99902109360817,13.68279240130557,14.82772406495126,13.297777424760584,41.24,10.041,2.2,0.24008897384478822,292.41333333333336,70.21333333333332,61.46666666666666,33.88333333333333,-0.656564432508428,1.7817931193401484,7.84,2.9391999999999996,6.564933333333332,0.5825081161988299,-0.7846361355314531,0.5181955205706269,0.000586996530386227,2.809793056252463,12.564087882132274,1.1442036363636363
00015,"['0', '5', '15', '20']",12.518282016306976,0.39665797077021664,0.545738922099319,6.9852579554620045,14.514174440696387,14.596259483428243,10.275178175246328,42.84,10.161,2.2,0.2357642649908361,291.6,76.27999999999999,62.11333333333333,34.44666666666667,-0.735454647452965,1.7419912086490519,8.36,3.1215999999999995,7.433866666666665,0.608605948476635,-0.7432031298707542,0.5415114644854547,0.0005853467230414113,2.815418257603733,13.060342504352327,0.8248363636363637
00016,"['0', '5', '16', '21']",12.61050705042976,0.20435333280400514,0.7365903737018773,6.94939696213407,14.007971315070016,14.834502747149577,7.310357392240185,44.36,10.440999999999999,2.2,0.2299745842197253,281.33333333333337,80.78666666666666,63.096666666666664,34.846666666666664,-0.7032958459662416,1.7850492358429983,9.0,3.2416,8.2484,0.6796854365703224,-0.65558989308478,0.5789018365124066,0.0006184176844058856,2.809851029497679,13.529747374485993,0.7268145454545455
00017,"['0', '5', '17', '22']",12.452298793782875,0.5438228395365948,0.4113814510286053,7.1448308184574785,13.701069818497857,13.766676279999572,6.222934098225847,45.56,10.960999999999999,2.2,0.22019299012178936,274.52,86.21333333333332,68.23666666666666,35.96333333333334,-0.5977944553515273,1.752793572548417,9.56,3.4160000000000004,9.384399999999998,0.7146370071996593,-0.7008852136854243,0.6185076585188655,0.000635079083155635,2.800807276048617,12.732678881506672,0.8469163636363637
00018,"['0', '5', '18', '23']",12.024427879537551,0.5560000119886879,0.3634557918116592,7.066097087962769,13.289042272201138,14.2366363442708,6.531125608322741,46.44,11.761,2.28,0.21311934798034582,276.3066666666667,88.89333333333332,79.13333333333333,35.803333333333335,-0.47406585816211255,1.612764527710711,10.16,3.4863999999999997,10.0316,0.7749042846582328,-0.5814522645901478,0.6850781585129553,0.0007083283276059255,2.7972002343481512,12.732678881506672,0.7509381818181818
00019,"['0', '5', '19', '24']",11.63997190097762,0.50480876081077,0.47455863889663646,7.049395583482323,12.877151297615773,14.998005013780316,6.834051833971697,47.36,12.520999999999999,2.36,0.2073529326638241,271.6533333333333,92.34666666666666,89.52666666666666,36.196666666666665,-0.3427513947301457,1.455454051830155,10.88,3.592,10.371599999999999,0.8257241096890712,-0.3952790261628138,0.8854851226592036,0.0009295095976301838,2.8135308960074727,12.03772616538995,0.41949818181818177
00020,"['0', '5', '20', '25']",11.510120244825217,0.2987444562967271,0.6569468954041724,7.968614404992085,12.400555543108025,15.514158826736272,10.732273789731176,48.8,13.081,2.36,0.19911527681406763,261.9866666666666,101.50666666666665,98.65666666666667,36.70666666666666,1.3351248217521317e-05,1.3583200471389312,11.88,3.9487999999999994,11.416533333333332,0.8317819504540345,-0.27897993441735236,1.2345133605030187,0.0011826364420321788,2.8443084540354056,11.424586566470623,0.35459636363636365
00021,"['0', '5', '21', '26']",11.471776440542904,0.4017130382145676,0.6077537391645692,8.847109142744182,11.961180656427365,15.516009039105263,14.715378853723319,50.68,13.600999999999999,2.36,0.19030498020762254,259.73333333333335,113.82666666666665,107.42,36.06666666666666,0.46383826077470147,1.3563158067274086,12.96,4.441599999999999,12.797866666666664,0.8122829820758858,-0.22463105404074646,1.7375307799638764,0.0015556618716797256,2.883739067470543,11.838120678677218,0.5224945454545454
00022,"['0', '5', '22', '27']",11.534021365859298,0.49003601725797385,0.47707052417635565,9.462879330499959,11.824268045534115,17.28443492690301,16.722811746300753,52.72,14.040999999999999,2.44,0.19109905434752558,253.46666666666667,121.34666666666666,113.46,35.07,0.7999621690299105,1.364924463727932,13.6,4.72,12.862666666666664,0.7857039026920297,-0.07772879395646709,2.2838547477469913,0.3587905705735422,2.9253194359054295,12.423671408610904,0.46480000000000005
00023,"['0', '5', '23', '28']",11.759693540788993,0.3858258965050668,0.5562256424509052,10.39451171645086,12.190906532239627,18.051966831167547,16.948185900863063,55.12,14.321,2.44,0.18761396231066832,249.69333333333333,126.68,116.19666666666666,35.993333333333325,1.1405913416104112,1.3839119152657178,13.64,4.919999999999999,12.613066666666663,0.6745560837958534,-0.12826484703655927,2.431963596060921,0.3588505653531969,2.9570129550048985,12.216750665277567,0.36944727272727274
00024,"['0', '5', '24', '29']",11.988497041175785,0.43323810281013503,0.5102317859882244,11.228966651140079,12.661434415611806,18.757925793336327,17.175476976320873,57.52,14.561,2.44,0.18427591125726878,251.75999999999996,129.29333333333332,116.04333333333332,35.78666666666666,1.34154842137617,1.4949940342582269,13.48,5.0176,12.6588,0.5731273755974375,-0.32135814995132767,2.4288579842700955,0.3587673756791942,2.9645393496608112,12.392156798859455,0.33287999999999995
00025,"['0', '5', '25', '30']",12.172898436704825,0.5354608230898881,0.4330821478904714,10.937213013645078,12.997451181903827,19.266031208016702,15.952128329490524,59.72,14.800999999999998,2.52,0.18820992637967143,260.4,126.58666666666664,114.62333333333332,35.87666666666667,1.211350239779192,1.592368813476077,13.44,4.924799999999999,12.774,0.5763773299655843,-0.3410096937207149,2.3189859304093083,0.3587506369677,2.9503033609052136,12.732678881506672,0.3795054545454546
00026,"['0', '5', '26', '31']",12.403527291734395,0.5163203403614084,0.42726545660291426,10.431187307469061,12.99552594673939,19.308520029899345,14.474148299206435,61.48,14.880999999999998,2.6,0.19638562663086467,267.52,125.29333333333331,112.59333333333332,36.29666666666666,0.9315140770965057,1.6048996271991793,13.88,4.812799999999999,13.953466666666666,0.667783589924512,-0.15572168520926044,1.9907120269955758,0.3584509185690714,2.918920458320483,12.898057050066276,0.26166545454545453
00027,"['0', '5', '27', '32']",12.61256944129417,0.4995856320942728,0.48170651654170604,9.427521260050797,12.565952934557753,17.96848567671003,14.7748493541028,63.08,14.921,2.6,0.19626868021897628,284.5333333333333,125.06666666666666,108.56,37.22666666666667,0.6263617382065403,1.7853107662251824,15.08,4.896,17.532533333333333,0.8068627951312242,0.004582988224089845,1.6452390833296178,0.0013492296270361484,2.8741187116155267,13.37608314950981,0.22392727272727272
00028,"['0', '5', '28', '33']",12.721580463970106,0.4358563556760902,0.5254406719067981,8.741706721526418,11.840278514338584,16.686787107935356,16.383774034830754,63.84,14.921,2.6,0.19626868021897628,293.9333333333333,125.79999999999998,103.38333333333334,37.529999999999994,0.22463769670012063,2.005564629827274,16.56,5.094399999999999,20.804533333333335,0.9883678914438541,0.26019562763585413,1.795763234622134,0.0014824258285947313,2.8511713077030505,14.131486054701977,0.49845818181818186
00029,"['0', '5', '29', '34']",12.61456180608346,0.42084121239055877,0.5366584102251779,8.482371254990241,11.128524695276637,15.983889448552343,17.475611816849334,63.48,15.040999999999999,2.6,0.19557526392974303,301.99999999999994,126.88,100.62999999999998,38.339999999999996,-0.08365619025154791,2.225955612543721,17.72,5.2736,22.866799999999998,1.1362020637001846,0.5351857466587403,2.0593897497730778,0.11682282962890372,2.845775635719696,13.529747374485993,0.6957454545454546
00030,"['0', '5', '30', '35']",12.134671227106507,0.5346328433802379,0.3888010316169559,8.030472697244194,10.571150377670142,15.389324968956073,18.666028127342525,61.4,15.360999999999999,2.6,0.19221284946586373,316.70666666666665,127.96,97.4433333333333,38.89333333333333,-0.3109312970868071,2.890182866911064,18.16,5.340800000000001,24.554266666666667,1.1596918824937843,0.5224398536400825,1.841008202056432,0.11658311432787506,2.8210551668079926,13.37608314950981,0.64912
00031,"['0', '5', '31', '36']",11.292555265145397,0.6794247674998461,0.26017451727521773,8.004151535733406,10.28231096994761,15.043837149705334,19.804512682087207,57.68,15.800999999999998,2.6,0.18634004289956696,310.96,122.65333333333334,93.01999999999998,39.82333333333334,-0.17688124086246163,3.7697711445065716,17.6,5.2912,24.156400000000005,1.0927435682973143,0.30849647891980053,1.7182330291853765,0.11650815852732593,2.813702703897889,12.898057050066276,0.6560363636363636
00032,"['0', '5', '32', '37']",10.149203622668761,0.7210223225225999,0.22065010703720092,8.581838259077257,10.124545788430272,15.722899945033436,18.242066114734964,52.2,16.160999999999998,2.6,0.18289105640686476,282.9066666666667,117.33333333333331,88.69333333333333,39.086666666666666,0.20804106049903354,4.6278439228162656,16.16,5.0607999999999995,20.747733333333336,0.9947122930185184,0.11869736565655349,1.7201170176806346,0.11659133353009667,2.8358549903010153,11.159950396930565,0.6144145454545454
00033,"['0', '5', '33', '38']",8.694335580092426,0.7163214085878267,0.21320474804147033,8.80390487457088,9.944511425362867,15.736153472437742,14.657090790479396,45.28,16.320999999999998,2.6,0.18210241131876476,261.74666666666667,108.66666666666666,86.86,38.35333333333333,0.2347754297818117,4.927865977007759,14.2,4.5456,16.745066666666666,0.9014156732971687,-0.031904143407182346,1.364179664373486,0.1163415484790082,2.8388527586983234,9.759660610077466,0.3398836363636364
00034,"['0', '5', '34', '39']",7.244919667566215,0.7379468478435197,0.20464545359153785,8.304942331734612,9.762782506458098,12.818134749974188,12.296534692689534,38.0,16.041,2.6,0.1858862282454924,227.12,95.05333333333333,86.47666666666666,37.81333333333333,0.3291576998528942,4.750994914773599,12.16,3.856,13.254799999999998,0.8986460907070573,-0.01567817012092254,0.7997889145231731,0.00081626156558344,2.7986955415752663,7.821994718223011,0.14442181818181818
00035,"['0', '5', '35', '40']",6.139574098172315,0.6390232972117991,0.2877835352963571,7.110246823606391,9.870884084397824,10.003497216518499,9.567505815799514,31.4,15.161,2.6,0.2006908244687341,186.78666666666663,77.13333333333333,85.21666666666668,38.38666666666666,0.42776806839357356,4.104913928862797,10.08,3.1392,8.994133333333332,0.9637390246594871,0.3491576549886692,0.6891050437288431,0.0007641362424385703,2.7748438370730804,6.018862909046645,0.2707636363636363
00036,"['0', '5', '36', '41']",5.17946861872608,0.4522410656609237,0.4657463951724928,6.2388050221884646,8.349352661185469,6.93406668653545,7.3182136499754025,25.2,13.681,2.6,0.23015368153593385,158.98666666666665,60.6,80.37,38.529999999999994,0.057777071973143225,3.264198920635822,7.96,2.4016,5.346666666666667,0.9554888558329604,0.40219560616883543,0.5442388663217962,0.0006891538555789203,2.736045904712907,5.61487413448339,0.16692363636363636
00037,"['0', '5', '37', '42']",4.558597970449313,0.38736782486521426,0.579083938964652,5.170615412863446,6.884311413439455,3.790124937554654,5.942933453966714,20.6,12.200999999999999,2.6,0.2596165386031337,145.6533333333333,46.01333333333332,76.19,39.813333333333325,-0.46823095991755875,2.353895870657239,6.28,1.7919999999999998,3.260666666666666,0.9371802799175006,0.3879498273346751,0.21676940629137614,0.0003894548346548794,2.676548099515726,6.018862909046645,0.1281672727272727
00038,"['0', '5', '38', '43']",4.437745587482474,0.30083616611996605,0.6574447291904817,3.6602464704255486,7.177654600311081,1.6073224748285855,6.447368003462867,18.92,11.481,2.6,0.2718473654505961,135.0533333333333,35.92,75.77666666666666,41.11333333333333,-0.43989830368981053,1.931616264728638,5.52,1.4479999999999997,2.4068,1.0097873860821887,0.6610292168194338,0.08203845666946709,0.00029735610503743505,2.6274119826441207,4.680175238629935,0.2545090909090909
