ID,coords,att_12,att_12_m_I,att_12_g_C,sect1,sect2,sect3,sect4,maximo,maximo_2,maximo_3,ratio32,area1,area12,area2,area3,kurt_1,kurt_2,middle_maximo,mean,var,skew,kurt,geo_mean,har_mean,entr,att_12_prof,porosity
00000,"['0', '7', '0', '7']",9.471303026128721,0.6421627056648382,0.3188586867802376,8.958495461512335,9.930655242388502,4.023786353618881,13.293551977776964,51.224489795918366,17.57242857142857,1.8571428571428572,0.12712975839081353,244.8503401360544,63.07482993197278,100.47789115646258,32.67687074829932,1.592532412983683,2.180810841055131,4.612244897959184,2.7183673469387752,1.305170068027211,0.10253972571098248,-0.9708597819710385,2.123536604963053,1.753784408857619,3.076183390986472,11.01506161019977,0.0
00001,"['0', '7', '1', '8']",9.423497072612658,0.7577196935521004,0.25006157506090687,9.126003378609246,9.815782660394788,5.754699987543548,13.04327234780242,51.6530612244898,17.858142857142855,1.8571428571428572,0.12599172630126115,239.27210884353738,64.82993197278911,101.06292517006803,32.90986394557824,1.5127673841942757,2.3629305501831146,4.755102040816326,2.783673469387755,1.334013605442177,0.12531332017947439,-0.9118406034839978,2.2078179209980213,1.8766886522221977,3.0788840020265997,10.234844764069297,0.0
00002,"['0', '7', '2', '9']",9.235653418460275,0.8088880269464064,0.17590483908304644,9.239827620508747,10.543324367232398,7.44388715837002,12.654504349583812,52.63265306122449,18.63365306122449,1.8571428571428572,0.12158796235646757,237.43537414965985,68.36054421768706,104.17346938775508,32.26190476190476,1.3999188652404557,2.7152299779008793,5.1020408163265305,2.9216326530612244,1.414965986394558,0.15710787747717014,-0.7651582100307526,2.384694204688034,2.053279458719461,3.087784417435927,9.34468086126284,0.0
00003,"['0', '7', '3', '10']",8.901467155264749,0.7459024152711559,0.20358206465735676,9.592657396102918,12.146445919204226,8.804130434367822,12.161325403816091,54.59183673469388,19.980591836734696,1.8571428571428572,0.11131773704820001,241.95238095238093,73.19047619047619,109.94557823129252,32.105442176870746,1.4313505199541483,3.03716742040299,5.612244897959184,3.1273469387755104,1.5244897959183674,0.2752699635351064,-0.5129513857002687,2.707494412797667,2.3943536708395134,3.112425423524416,9.170260146144788,0.0
00004,"['0', '7', '4', '11']",8.559943883040273,0.698822872364351,0.25166670997952273,9.922261835558949,13.674832479634448,9.684669540581242,11.564410420678865,56.142857142857146,21.184673469387754,1.8571428571428572,0.10182410991943526,244.8367346938775,77.68027210884354,114.59693877551018,32.219387755102034,1.4424845326976365,3.4057671455638383,6.122448979591836,3.3224489795918366,1.6592517006802723,0.3777020086943006,-0.2621556063525022,2.989027405146066,2.635696371884054,3.134414129519619,9.357006400189938,0.0
00005,"['0', '7', '5', '12']",8.35338115803347,0.6470549438932175,0.3240212517592823,10.349082044666835,14.770596146629469,9.230229076850033,10.873820823818564,56.04081632653061,21.592836734693876,1.8571428571428572,0.09934271630360403,245.54421768707482,78.72789115646258,115.36394557823128,31.99659863945578,1.356656145108359,3.6806890024897214,6.530612244897959,3.366530612244898,1.8833333333333335,0.4548255170016851,0.005351691187265787,2.9221945062004657,2.3784741410255803,3.1291800972935517,8.979408059396993,0.011910946196660482
00006,"['0', '7', '6', '13']",8.337620002384313,0.5666913636913292,0.39147062459287674,10.486728549968735,15.176866171121047,8.792435816839705,10.474444560532813,54.734693877551024,21.184673469387754,1.8571428571428572,0.10240387555244826,243.9251700680272,76.92517006802721,111.99489795918367,31.92517006802721,1.235417967351339,3.9280852010537526,6.775510204081633,3.3020408163265307,2.130952380952381,0.5185971418180101,0.20825210934790603,2.6798457378990546,2.0391660775693023,3.1092228337596173,8.584635439252791,0.07309461966604824
00007,"['0', '7', '7', '14']",8.507992080313082,0.6353601947244566,0.31861982741067424,10.37424022133826,15.61093989478038,6.932320964665004,10.552529386546164,52.59183673469388,20.103040816326534,1.8571428571428572,0.1101293480829332,241.85714285714283,73.14965986394559,104.53401360544217,32.23979591836735,1.1074694987320255,4.223024852813869,6.857142857142857,3.1575510204081634,2.342108843537415,0.5829653850434978,0.32073594796689825,2.3245876033073354,1.5837029754078142,3.0837319850229714,8.517058716985545,0.16076808905380333
00008,"['0', '7', '8', '15']",8.75252375166851,0.7572044241560585,0.22823900743144412,10.196696411329324,15.260531567619825,5.802976622307469,10.799967360603569,50.06122448979592,18.77651020408163,1.8571428571428572,0.12058352453668882,249.66666666666663,69.38775510204081,97.77210884353741,32.175170068027214,0.9706251409333623,4.157273123949106,6.938775510204081,3.0212244897959186,2.713945578231293,0.5881621901678553,0.28997813093583086,1.9403540607900265,1.1214345892132571,3.047914437909085,8.896312123239138,0.24465306122448982
00009,"['0', '7', '9', '16']",9.134877666375612,0.8051796922824946,0.18335188836240565,9.849159703192004,14.824436012117484,5.872383890206418,11.36095756087237,47.55102040816327,17.225489795918367,1.8571428571428572,0.1339474135729423,260.2448979591837,66.04761904761904,90.70578231292517,32.226190476190474,0.7943537932633107,3.8341020368130048,7.020408163265306,2.900408163265306,3.2792517006802724,0.6212938819945106,0.15751773339243447,1.5682273194904541,0.6874508360473935,2.9983279772164417,10.009296915073925,0.4968497217068646
00010,"['0', '7', '10', '17']",9.640991310091213,0.812648845467872,0.16366406800700606,9.258346252014896,15.077043731388606,6.716202014670877,12.090378687239717,45.59183673469388,15.63365306122449,1.8571428571428572,0.14760757174220893,271.8095238095238,63.99319727891156,84.03401360544218,32.63265306122449,0.4852951138168729,3.538258004101183,7.0,2.812244897959184,3.7596598639455774,0.5814682002975023,-0.08422354885768087,1.1884284347446108,0.29438453794179303,2.954019974871154,11.122923657786643,0.5871502782931354
00011,"['0', '7', '11', '18']",10.270349621674725,0.7813514114966577,0.1679438496194415,8.795855209584309,15.234969318841,8.008186927311566,13.016010884500131,44.40816326530612,14.123448979591837,1.8571428571428572,0.16086484905777848,280.5034013605442,63.115646258503396,78.1139455782313,32.37244897959184,0.19090769006560326,3.16947514422435,7.122448979591836,2.76,4.265170068027211,0.5799236408592495,-0.2522119213909162,0.8889762807387394,0.0010785236254239451,2.9177502783427745,11.541447435624985,0.6542003710575139
