ID,coords,att_12,att_12_m_I,att_12_g_C,sect1,sect2,sect3,sect4,maximo,maximo_2,maximo_3,ratio32,area1,area12,area2,area3,kurt_1,kurt_2,middle_maximo,mean,var,skew,kurt,geo_mean,har_mean,entr,att_12_prof,porosity,l_n_voids
00000,"['0', '7', '0', '7']",12.410601171222009,0.5400217207206659,0.41419408167961164,9.483170234563229,4.607994468084511,1.360243275997802,12.101898998058072,43.795918367346935,10.817326530612245,9.10204081632653,1.1593544061817425,327.5034013605442,43.50340136054422,64.91326530612244,82.34013605442176,-0.8990746139012625,2.164269062074939,4.448979591836735,1.8146938775510204,1.9180272108843541,0.17689595289973908,-0.8907646270990729,0.3018434831100308,0.0004878950394780465,2.843954315348213,14.315551384009526,0.364552590266876,6
00001,"['0', '7', '1', '8']",12.435908233595038,0.6415354836957382,0.3506507549624693,9.601042705159418,5.3197643100564465,2.254996575161461,11.394899504917376,44.3469387755102,10.919367346938776,9.142857142857142,1.1613938309360343,321.5238095238095,45.63265306122449,65.52891156462584,82.91496598639455,-0.8957077840884877,2.206028759396678,4.530612244897959,1.9020408163265308,2.0789115646258503,0.15901367923913842,-0.956791214185219,0.3762812214428921,0.0005397322724268573,2.849226588732877,13.197068981017344,0.3841095412523984,6
00002,"['0', '7', '2', '9']",12.488763467452745,0.5310348261881556,0.43552454518432254,9.571185637778909,6.819436077331879,3.542028122002643,11.527622635388159,45.775510204081634,11.184673469387755,9.224489795918368,1.1593677475581992,319.8979591836735,50.40136054421768,66.95408163265306,83.49829931972789,-0.8611461710466349,2.211406467382722,4.877551020408164,2.0873469387755104,2.444421768707483,0.15772010469921185,-0.9527506777401621,0.4873580283592219,0.0006127009873339101,2.8658225511716124,12.564087882132274,0.4291330891330891,6
00003,"['0', '7', '3', '10']",12.727526035033936,0.5754033840467216,0.35493666037807947,9.409460096222903,8.689107035321204,5.54223523455208,12.0221108154309,48.755102040816325,11.552020408163266,9.26530612244898,1.121015923436212,329.7210884353741,57.01360544217687,68.23129251700679,84.6343537414966,-0.7927565706759088,2.3569821337480548,5.408163265306122,2.3469387755102042,2.8869387755102043,0.13347852800397464,-0.8991858276613576,0.5763130003222694,0.0006638667900323128,2.8935969542448086,12.815761901474396,0.35713936856794,11
00004,"['0', '7', '4', '11']",13.313285991387602,0.6718888527944078,0.26226014017221205,9.47753066136515,11.410301425244514,7.480094637184816,12.651649892911504,51.91836734693877,11.613244897959182,9.306122448979592,1.1559057904476486,339.1768707482993,64.156462585034,67.60204081632654,85.97108843537414,-0.7527523255203667,2.46202872661966,6.020408163265306,2.6277551020408167,3.418027210884354,0.13332416289447738,-0.7913463254380748,0.6658326550428346,0.0007099352979550555,2.9176832361093976,12.815761901474396,0.30486656200941914,14
00005,"['0', '7', '5', '12']",14.215965109931334,0.8128779692685186,0.15249106504415558,9.438287752310753,13.492394969097566,9.502838703269266,11.21674243119448,53.755102040816325,11.062224489795918,9.387755102040817,1.2791978553888672,337.4965986394558,69.77551020408163,63.416666666666664,87.0799319727891,-0.7347569858560449,2.6592362695381015,6.755102040816326,2.855510204081633,4.221292517006804,0.21443437512561833,-0.6610626848032344,0.7298814556524494,0.0007361669534520784,2.914652828433143,14.219623334374802,0.46243153671725096,15
00006,"['0', '7', '6', '13']",15.499719378585407,0.8565995363689315,0.11636903599911767,9.357356810460894,14.312511310970756,9.973541882092666,9.149460452372969,54.714285714285715,9.960183673469388,9.46938775510204,1.5190345684346718,331.63945578231295,74.3061224489796,56.91156462585034,87.85714285714283,-0.7128214765739825,2.652360418601165,7.551020408163265,3.0375510204081633,5.394557823129252,0.3273951990730707,-0.5555118994691023,0.7517758050369358,0.0007361699255435024,2.894881538986708,15.795654825903645,0.5966998081283796,17
00007,"['0', '7', '7', '14']",16.591517872634174,0.8509370317543327,0.1479779546987482,9.123879953343334,15.010774975039665,10.855276580542968,8.528835060192627,55.16326530612245,8.858142857142857,9.510204081632653,1.6852009719997918,332.93197278911566,78.12244897959182,50.346938775510196,88.54421768707483,-0.6869811494835891,2.690072711202564,8.387755102040817,3.1934693877551017,6.628231292517007,0.4334648047880144,-0.43334184784943997,0.722219813719347,0.0006946589931221091,2.872746385703753,19.546224427647903,0.915900924472353,18
00008,"['0', '7', '8', '15']",17.363049971281278,0.7176254166552861,0.26659149012016,9.130759197169995,15.201675404405629,10.803994541925006,9.171631518563853,55.02040816326531,7.919367346938775,9.510204081632653,1.7868801507760175,337.38775510204084,80.18367346938776,45.31122448979592,88.85884353741496,-0.6256792429995013,2.6177902668358435,9.0,3.283265306122449,7.109727891156463,0.5461895068053914,-0.21744326862578542,0.7902789143299648,0.05055099386548629,2.8684608855216673,19.77162769740397,0.96710273853131,19
00009,"['0', '7', '9', '16']",17.673860297163184,0.5442826611781373,0.40783390052459667,9.159549298694929,15.774517285467157,9.885429399290588,9.362229141249191,54.3469387755102,7.429571428571428,9.591836734693878,1.864441780133015,340.07482993197283,80.10204081632654,42.70068027210884,89.54421768707483,-0.5635488633918841,2.512202657302142,9.16326530612245,3.282448979591837,7.02721088435374,0.607847278366028,-0.06264303107266034,0.8425582141512815,0.0506359223204072,2.8708546752300355,22.042251673203243,0.9513936856794,19
