ID,coords,att_12,att_12_m_I,att_12_g_C,sect1,sect2,sect3,sect4,maximo,maximo_2,maximo_3,ratio32,area1,area12,area2,area3,kurt_1,kurt_2,middle_maximo,mean,var,skew,kurt,geo_mean,har_mean,entr,att_12_prof,porosity,l_n_voids
00000,"['0', '9', '0', '9']",14.468335147861435,0.5842300580484463,0.36772711273128206,10.810500357324246,17.350729885304364,18.39040600914211,2.6370878522483405,63.54320987654321,12.050382716049384,6.08641975308642,0.5969066031245379,268.5637860082304,92.5267489711934,73.4238683127572,64.8940329218107,1.2354377542746409,2.111590871161101,8.901234567901234,3.791111111111111,8.7838683127572,0.20543497026885119,-1.0236990795046679,0.9582310192058825,0.000909571569011997,2.914460220044896,13.779957943682321,0.41652235939643345,14
00001,"['0', '9', '1', '10']",14.694226477641571,0.8071326328309696,0.17618508452622286,10.717820056162399,17.3906200443446,17.72243724245658,3.793417370254683,64.71604938271605,11.97630864197531,5.716049382716049,0.5601557636421829,272.06172839506166,91.53909465020575,73.05041152263374,62.41255144032921,1.187195690603193,2.0625270274748884,8.962962962962964,3.7693827160493827,8.734650205761316,0.23001675131144012,-1.0318217483104364,0.925855396712783,0.0008869535481493454,2.908069272235238,13.620656520779878,0.47077091906721535,17
00002,"['0', '9', '2', '11']",15.11137279361073,0.8673195412403929,0.138663529434227,10.330235745509654,17.47389057326793,17.636604934943882,5.588256072195177,66.30864197530865,11.71704938271605,5.345679012345679,0.5378486028551741,280.2098765432099,91.7201646090535,71.64300411522632,58.888888888888886,1.0700110473105302,2.018058143142929,9.08641975308642,3.8014814814814826,8.924650205761317,0.2672477948574611,-1.0266081708885095,1.0107768295827035,0.0009825294026680666,2.9090207552001255,13.79966655704817,0.6260894375857339,26
00003,"['0', '9', '3', '12']",15.527563688983458,0.8652745375725867,0.13851448178977258,9.857646841939383,17.67935273811631,16.543141697298083,7.610778468803854,68.04938271604938,11.494827160493829,5.0,0.5179481594227267,290.880658436214,92.19341563786007,71.28189300411522,56.522633744855966,0.890663394955634,1.958540091820292,9.148148148148149,3.844938271604938,9.199629629629628,0.2585540854881042,-1.0658074886815225,1.0066401907050317,0.0009732788586188796,2.904401984242853,15.912173361614006,0.7288208504801098,30
00004,"['0', '9', '4', '13']",15.856184035749967,0.8465219351632127,0.16074606423186666,9.449496626506885,17.907103499904277,15.544627916891745,9.662927449819849,70.18518518518519,11.457790123456792,4.654320987654321,0.4880532331367219,306.1234567901234,92.18106995884773,71.96604938271604,54.17283950617284,0.7168039705471554,1.9679948578204272,9.209876543209877,3.8592592592592587,9.487489711934154,0.28440811458456444,-1.1031046958304132,0.9920471299983024,0.0009681296843539485,2.893680007479786,18.189412973157452,0.7305503429355281,31
00005,"['0', '9', '5', '14']",16.06352329335061,0.7765682266937545,0.21433666750373512,9.053133000207383,18.10225652152288,15.588969487534483,11.111400062937921,72.03703703703704,11.51951851851852,4.308641975308642,0.45075248167911386,321.60082304526753,93.119341563786,73.1162551440329,51.5679012345679,0.5358617926830037,2.008746038698835,9.271604938271604,3.900246913580247,9.643991769547325,0.2922118004922589,-1.1245285864053007,1.0084684266346144,0.0009835408588204655,2.8920034431383557,19.611225592638682,0.7361229080932784,33
00006,"['0', '9', '6', '15']",16.146787442337583,0.6906673349913167,0.2689612413298696,8.69551414793623,18.229486973495703,15.119145197699563,13.5619155425365,72.98765432098766,11.581246913580248,3.9876543209876543,0.41655898766995,329.7489711934156,94.97119341563787,74.97736625514402,49.17695473251028,0.32416775435069184,1.9585057110002129,9.296296296296296,3.9772839506172843,9.688148148148146,0.26543182431867934,-1.1308546745465113,1.0569080786916993,0.0009887136189444025,2.8993207623317687,19.991318450413626,0.8554930041152262,35
00007,"['0', '9', '7', '16']",16.06845068219047,0.7587154352046132,0.21798945340580808,8.290018057067197,18.21071676053028,15.604835517069805,15.684645084245046,73.4074074074074,11.791123456790125,3.617283950617284,0.375403730024482,335.02880658436214,96.52263374485597,78.01028806584361,46.62242798353909,0.15498193403722502,1.8613149456480083,9.37037037037037,4.029135802469136,9.657530864197529,0.2638246617902022,-1.083094396873489,1.1042489804641908,0.0010021010616068622,2.9070491292014653,19.86646342593566,0.922082853223594,34
00008,"['0', '9', '8', '17']",15.706329617411106,0.8502816797062345,0.14521278890852368,7.89750332456537,18.32516354291742,15.607631606319037,17.73305383224139,73.35802469135803,12.321987654320989,3.271604938271605,0.31921126312720227,335.477366255144,95.93827160493827,82.81687242798353,44.02880658436214,0.01313990283008897,1.765240023721839,9.185185185185185,3.986666666666667,8.82954732510288,0.2443312046824969,-1.020777228260396,1.159039812335398,0.0010334683595305087,2.9203121319906904,18.452424926074706,0.9118002743484226,34
00009,"['0', '9', '9', '18']",15.101072354217338,0.8852498028866022,0.10639894893328955,7.622540738894786,18.655522570201477,16.19087125854869,18.35481225667071,72.29629629629629,13.06272839506173,3.2962962962962963,0.3024446722859611,336.76543209876536,93.29218106995884,88.62345679012344,44.25411522633745,-0.1286894717842289,1.6668561721345465,8.62962962962963,3.8513580246913577,7.244074074074073,0.20405535349985954,-0.9618612521839416,1.236674498696809,0.001109024216841555,2.9424648279321337,15.4252823743872,0.8693925925925926,35
00010,"['0', '9', '10', '19']",14.312060004458454,0.9059522825587698,0.08879464453460784,7.452760181981518,18.8657642335257,16.775948528728126,19.018998627191177,71.1358024691358,14.099765432098764,3.345679012345679,0.28072457639672954,333.90123456790127,92.43621399176953,96.18827160493827,44.55349794238682,-0.19909815943413256,1.6671245100806171,8.308641975308642,3.7861728395061722,6.481069958847735,0.1683149940616265,-0.9252823500694557,1.2736811656297196,0.0011373003022354337,2.9568693308276064,13.703735646807404,0.7880844993141289,35
00011,"['0', '9', '11', '20']",13.453992922268235,0.9019445770656682,0.08379889207877916,7.459623050524111,18.982354368071753,16.760393288233942,19.255385564394633,69.93827160493827,15.321987654320989,3.3950617283950617,0.2578520034168586,329.320987654321,92.44855967078189,105.5925925925926,45.26748971193415,-0.21585915224650468,1.6677937642576584,8.185185185185185,3.761975308641975,6.147942386831276,0.11851906492977513,-0.8922842156512331,1.2027916553967095,0.0010371171946391175,2.9615879086004955,12.63674256743342,0.6496526748971193,33
00012,"['0', '9', '12', '21']",12.572133660735311,0.8933384206704719,0.08547872357669012,7.541039164975287,19.071094867249794,17.320478753320817,19.54597177196592,69.0,16.717049382716052,3.4444444444444446,0.23395028782239394,325.89300411522635,93.32098765432097,115.951646090535,45.63271604938271,-0.22761230017919148,1.6760199744274378,8.08641975308642,3.76888888888889,5.7873662551440335,0.06120643385677008,-0.8538916177364632,1.222663607133244,0.0010207055623705516,2.9729367683856327,11.74337679530291,0.5580137174211248,28
00013,"['0', '9', '13', '22']",11.765051213916003,0.8901903321279244,0.08671569341178918,7.623575696172276,19.261807788730785,18.161709780912492,19.856324007963448,68.44444444444444,18.161493827160495,3.493827160493827,0.21440138319673677,325.06584362139915,94.72427983539094,127.07510288065845,45.68518518518518,-0.23497108193382776,1.6740921089162792,8.061728395061728,3.7995061728395068,5.449835390946502,0.00819877245365373,-0.7598016154493061,1.2781853844492677,0.0010464212659022118,2.9892132049369433,11.331438248313926,0.4758079561042524,24
00014,"['0', '9', '14', '23']",11.08407943018876,0.8732488277318036,0.09406873711157791,7.72901398495507,19.526597426772735,17.968540302785954,20.328091012011857,68.24691358024691,19.51951851851852,3.54320987654321,0.20224411426932765,322.5308641975309,95.16460905349794,137.75925925925924,45.974279835390945,-0.21850521452583993,1.6533457495259358,8.012345679012345,3.8083950617283944,5.1702880658436206,-0.013392089780206994,-0.649943268283193,1.3779291555775977,0.037228928779493534,3.0017946720541304,10.95098151286225,0.3896844993141289,23
00015,"['0', '9', '15', '24']",10.571030074976306,0.8449212152929242,0.12017353723841771,7.787637455963913,19.81343024242395,18.220097681706342,20.366093497522648,68.35802469135803,20.63062962962963,3.567901234567901,0.19330074707991418,320.6954732510288,94.97942386831274,146.12037037037038,46.69444444444444,-0.19969517561286257,1.6664863669847318,8.012345679012345,3.7985185185185184,4.92119341563786,-0.036071930554037686,-0.5302202418655758,1.4353172964618606,0.037300875694162426,3.0095485255202012,10.454680091502947,0.27863703703703707,20
00016,"['0', '9', '16', '25']",10.217839519483137,0.7496664710374119,0.18957498474452492,7.931883041942645,20.113010268952106,17.887070756943523,19.944423832529452,68.62962962962963,21.457790123456792,3.617283950617284,0.18915082882940884,320.05761316872423,94.82716049382715,151.83333333333334,46.481481481481474,-0.17760869132284487,1.7191893023817844,8.049382716049383,3.8000000000000003,4.642510288065843,-0.02515055839259075,-0.41449859543952916,1.5844939614562161,0.07680476834104756,3.0214259943210235,10.128736500985202,0.21355720164609052,17
00017,"['0', '9', '17', '26']",9.958552093289711,0.7097075936276981,0.23677936141105171,8.085050828488626,19.839635014352567,17.422605680706216,18.157451657251006,68.80246913580247,22.06272839506173,3.6666666666666665,0.18747187938024207,322.238683127572,94.79012345679011,155.6162551440329,47.08744855967078,-0.16866452097328768,1.76881220408153,8.08641975308642,3.7955555555555556,4.4355144032921805,-0.0007407831414579147,-0.3177158002190063,1.7220939756743827,0.15516400272774178,3.0305663731505557,10.40885938924971,0.20208065843621398,16
00018,"['0', '9', '18', '27']",9.813709950862881,0.6491655408153301,0.3018246555740968,8.44901595174592,19.57078958545679,17.04258964887189,17.114092989580794,68.53086419753086,22.309641975308644,3.7160493827160495,0.190309680677441,320.962962962963,94.22222222222223,157.2736625514403,47.59259259259259,-0.18141833465496957,1.7926407345505047,8.222222222222221,3.778765432098766,4.388024691358025,0.05199133759071382,-0.18630154139896044,1.7330567044691898,0.15517428528533722,3.0316133474170073,10.40885938924971,0.20251303155006858,11
00019,"['0', '9', '19', '28']",9.738070560004575,0.611524967411389,0.3446413055646599,8.76194759331193,19.21367215607579,15.575987186922267,16.8874173964456,67.75308641975309,22.272604938271606,3.740740740740741,0.19628337098218102,319.2962962962963,93.29629629629629,156.33230452674897,47.40329218106996,-0.2136225321518722,1.7722336369259288,8.308641975308642,3.7392592592592586,4.243991769547325,0.110234075322322,-0.07027773127195554,1.805662422009826,0.21493384174571722,3.0324544206608337,10.739392396605332,0.18489547325102879,10
