ID,coords,att_12,att_12_m_I,att_12_g_C,sect1,sect2,sect3,sect4,maximo,maximo_2,maximo_3,ratio32,area1,area12,area2,area3,kurt_1,kurt_2,middle_maximo,mean,var,skew,kurt,geo_mean,har_mean,entr,att_12_prof,porosity
00000,"['0', '9', '0', '9']",18.848782393382134,0.5257498132240617,0.4411959895405463,9.765573252322655,13.71190879256671,10.442018501875678,11.570816209987731,53.51851851851852,6.321987654320988,9.419753086419753,2.107832649377842,222.8765432098765,75.41152263374485,44.43415637860082,72.19958847736626,1.7542105503111984,1.3737608217486228,8.54320987654321,3.1417283950617287,4.911769547325103,0.8534094115345945,0.43121870677556745,1.9901227446435936,1.2722667067310947,2.988817058629077,16.58021445897905,0.8241750841750841
00001,"['0', '9', '1', '10']",18.42616569262459,0.5897721903263604,0.3479264648308091,9.836038561591936,13.455073672924842,10.457139988866183,12.246224242957798,54.851851851851855,7.000999999999999,8.851851851851851,1.9379617603968242,230.8724279835391,77.29218106995886,47.44238683127572,69.21090534979422,1.671869197830191,1.5959811486598792,9.160493827160494,3.245432098765432,6.30448559670782,0.8713515196696648,0.4288906468180879,1.9235704474107058,1.0899171033609543,2.972192760461106,18.832564230141735,0.7940179573512908
00002,"['0', '9', '2', '11']",17.7165038164961,0.7558329623432269,0.2141049107599767,9.537841052681516,13.078330095751783,10.392466314586128,11.80994633865929,56.53086419753087,8.050382716049382,8.382716049382717,1.7130589678617776,243.07407407407408,81.46090534979423,52.35493827160493,66.26748971193415,1.4817913731441976,1.8877422674551025,10.0,3.4395061728395064,8.615720164609053,0.871651887619006,0.3555574516099722,1.705873384969438,0.8508807467322397,2.942444500182957,22.487201259916635,0.7561301907968575
00003,"['0', '9', '3', '12']",16.980749472913296,0.8311510890906246,0.14370510884597135,9.46490697194343,13.025571842319323,11.335415584701494,11.799870632799282,58.69135802469136,9.309641975308644,7.888888888888889,1.527620626515909,251.2139917695473,88.17283950617283,57.901234567901234,63.08641975308642,1.2900214761112478,2.1718102190317214,11.049382716049383,3.74320987654321,10.794691358024691,0.9169428873520872,0.37827252184051274,1.7734691975926364,0.8002929101613303,2.929809709647034,21.01328431552541,0.7239618406285073
00004,"['0', '9', '4', '13']",16.202822181764457,0.8696743795884548,0.11717334244508669,9.558724217828697,13.369667367090106,12.679164842135965,13.331459894143322,61.60493827160494,10.704703703703705,7.45679012345679,1.320050133462706,259.0123456790123,96.9506172839506,64.05555555555556,60.823045267489704,1.1094587934494669,2.5373625386823537,12.209876543209877,4.131851851851851,12.556213991769546,0.9621953086592987,0.40701645571556205,2.0830135565853167,0.980651375999744,2.931581476496459,19.45439617075714,0.6156094276094276
00005,"['0', '9', '5', '14']",15.401210936892955,0.9088103266017513,0.10019219620814335,9.850267315325311,13.79981110823415,13.195178844690423,14.535810150383291,64.04938271604938,12.013345679012348,6.9753086419753085,1.1105339902472324,264.65432098765433,104.62139917695471,69.60905349794238,58.57098765432097,0.9583513307248464,2.947641981789451,13.11111111111111,4.46716049382716,13.692798353909467,0.9831809934645186,0.3999016264684908,2.336120609602729,1.1688984886946663,2.935029495663264,17.032574853355204,0.5274455667789001
00006,"['0', '9', '6', '15']",14.507121542372738,0.8981257143134835,0.08673476476546176,10.473883798985723,14.035119676220454,13.588678029102804,14.70522282421593,64.90123456790124,13.22322222222222,6.530864197530864,0.9287720107542541,266.65843621399176,107.92592592592592,73.68621399176955,55.33641975308642,0.8570506709362002,3.446152985938166,13.432098765432098,4.6113580246913575,14.044362139917697,0.9622251920287872,0.3816083117313235,2.3606969362545693,1.1182829075112428,2.935915540753586,14.873927611485087,0.4841234567901235
00007,"['0', '9', '7', '16']",13.458936366832475,0.8719769817343843,0.10535190609842347,10.578157601837516,14.199374313846501,12.234602342184825,14.46461834974899,64.81481481481481,14.482481481481484,6.111111111111111,0.7051262796993707,269.16049382716045,106.93415637860082,78.4948559670782,52.626543209876544,0.7442495059461599,3.9000908743621867,13.234567901234568,4.574814814814815,14.004855967078187,0.862184957347319,0.21952185582131936,2.1565784788677056,0.8792727678182114,2.926768558738205,14.436127542362183,0.4308552188552189
00008,"['0', '9', '8', '17']",12.476716809761612,0.8210186459294044,0.14111782386690203,10.687567540899131,14.67601729610363,11.08404677724922,14.739364196829815,64.07407407407408,15.704703703703705,5.6419753086419755,0.5306139497603416,268.6872427983539,103.76954732510289,84.00925925925925,50.0,0.7106431907251577,4.148053925358203,12.703703703703704,4.454814814814815,13.580123456790124,0.7211399801075862,0.01789474845919363,1.9327250050324585,0.6426198982624093,2.92254767695608,13.815758557380317,0.42503030303030304
00009,"['0', '9', '9', '18']",11.645287015429206,0.8100705662215383,0.15690075901956896,10.892481051899612,14.706501286246468,10.482955997761268,14.438977779141286,63.148148148148145,16.840506172839508,5.172839506172839,0.39709803918588465,265.72839506172835,100.81481481481481,89.48148148148148,46.98868312757202,0.731629168632812,4.185209136604095,12.024691358024691,4.334320987654321,12.872716049382717,0.5846707680332914,-0.21664292510151942,1.7607770357012809,0.42392549530837415,2.925599583709171,13.31952365777271,0.4109921436588103
