ID,coords,att_12,att_12_m_I,att_12_g_C,sect1,sect2,sect3,sect4,maximo,maximo_2,maximo_3,ratio32,area1,area12,area2,area3,kurt_1,kurt_2,middle_maximo,mean,var,skew,kurt,geo_mean,har_mean,entr,att_12_prof,porosity,l_n_voids,l_RVB
00000,"['0', '3', '0', '3']",13.609020010809202,0.08151642168201195,0.8007620860589338,10.795628857888358,18.03524386067316,18.867493753813662,0.0,48.888888888888886,10.223222222222223,13.0,1.3399839206945883,249.22222222222223,66.85185185185185,59.89814814814815,122.0,1.497622876751957,1.8842124639702567,6.222222222222222,2.7422222222222223,3.281851851851852,0.23637353923426543,-0.5997294433347676,0.8385486572238012,0.0008793200846879139,2.974081248154475,13.779957943682321,0.471604938271605,3,0.7507853403141361
00001,"['0', '3', '1', '4']",13.697334089229702,-0.03159064969992143,0.7375448139473425,10.858434437720437,18.32671378483205,19.158943605423673,0.0,50.55555555555556,10.445444444444444,13.222222222222221,1.3227060869477625,265.3333333333333,68.25925925925925,61.78703703703703,123.93518518518519,1.3929729705477425,2.1512111032641226,6.222222222222222,2.7911111111111113,3.646296296296297,0.2037112807643828,-0.7786782077512209,0.7581908769392653,0.0008052883401797736,2.9504858952504134,13.620656520779878,0.24910617283950617,3,0.7604472286099437
00002,"['0', '3', '2', '5']",14.462582121981724,0.21802903613401858,0.6296043158909556,10.93969343208979,18.688761673528226,19.372335080150453,0.0,52.666666666666664,10.001,13.444444444444445,1.4128120379929192,287.5925925925926,72.59259259259257,60.77777777777778,124.61111111111111,1.2205647481698962,2.439857168375437,6.222222222222222,2.9733333333333336,4.245925925925926,0.11365284485451865,-0.9951195577459929,0.8405881283378203,0.0008515481066871672,2.9450254918714034,13.79966655704817,0.08788148148148148,5,0.7702854574061587
00003,"['0', '3', '3', '6']",15.87557033713841,0.36118556764682447,0.47196758441832404,10.608170866664437,18.2450765002254,19.73289974908919,0.0,58.111111111111114,9.334333333333333,11.222222222222221,1.2480070686569396,285.55555555555554,85.88888888888889,59.01851851851851,106.46296296296296,1.0594055204644226,2.506311702779157,7.444444444444445,3.6088888888888886,7.2988888888888885,-0.06041171662779735,-1.3290611991310617,0.8427778580307058,0.0007682949863153499,2.9193235077294335,15.912173361614006,0.22279506172839508,6,0.7401365369270325
00004,"['0', '3', '4', '7']",17.672475875431445,0.3452980703797371,0.49804730081746335,10.558111874521062,17.954830124233432,20.063910274001465,0.0,63.888888888888886,8.334333333333333,8.777777777777779,1.0964225510885242,290.25925925925924,91.37037037037038,54.35185185185185,86.53703703703702,0.8802047614786273,2.3285044287727015,8.333333333333334,3.9377777777777774,8.815925925925926,-0.012468293376995128,-1.4195140011268772,0.886004250918938,0.0007729296978479592,2.9074821939853788,18.189412973157452,0.42370370370370375,7,0.6472727272727272
00005,"['0', '3', '5', '8']",18.889517675555467,0.22405835492605705,0.6253074722973365,9.172425081950315,18.050189139550515,20.718626495587003,2.637449826205821,70.0,8.001,6.333333333333333,0.8374542487281268,308.92592592592587,92.70370370370371,51.583333333333336,65.66666666666667,0.6189721407037071,2.239927463108584,8.88888888888889,4.066666666666666,9.016296296296296,0.11747969318191008,-1.4156939563152713,1.222633606908555,0.0012814987050292048,2.9198600032530972,19.611225592638682,0.9521382716049384,10,0.6837268163146757
00006,"['0', '3', '6', '9']",19.415241933333046,0.15906191330022482,0.7224773584429394,8.045465210768358,19.16969794753154,21.858217959005362,5.274899652411642,71.33333333333333,7.667666666666666,6.333333333333333,0.8728947007178911,336.2962962962963,83.7037037037037,51.35185185185185,66.09259259259258,0.3073486196491534,1.8895053426755863,7.888888888888889,3.6755555555555555,6.202222222222222,0.12792108237273192,-1.2844179278234642,1.5076827654865461,0.0017346047557642965,2.9669806617175887,19.991318450413626,1.1737876543209875,11,0.6955219359507262
00007,"['0', '3', '7', '10']",19.056128793649222,0.18450904645935795,0.6874899246480677,6.937271898546739,19.642381579094902,22.5340144443543,7.899752900237104,71.33333333333333,8.001,6.333333333333333,0.8374542487281269,352.8888888888889,76.74074074074072,55.361111111111114,66.09259259259258,0.08818708834214571,1.7523080208179076,7.444444444444445,3.3333333333333335,5.034814814814815,0.20432178387644,-1.1133071056413344,1.4006302491672635,0.0016883212882511625,2.953620613069006,19.86646342593566,1.3053234567901235,10,0.7132804697194395
00008,"['0', '3', '8', '11']",17.80961002014708,0.325396648115848,0.5351622052923642,7.122363683724327,19.46115507790527,22.704325862446947,5.262303074031283,69.88888888888889,9.112111111111112,6.333333333333333,0.7383910947947211,346.96296296296293,74.92592592592591,63.27777777777778,68.81481481481481,-0.03857513762265046,1.740832678126319,7.444444444444445,3.16,4.913333333333333,0.2542075400091676,-0.9099112262537853,0.9499575863736737,0.0010872290096048864,2.926254102137634,18.452424926074706,0.9733333333333334,9,0.7197767630644343
00009,"['0', '3', '9', '12']",15.993546265313183,0.3460787217865461,0.504382523325944,8.020945452024392,19.080248954075234,17.2246662055255,9.152270645422682,67.77777777777777,10.889888888888889,6.444444444444445,0.618353217263079,337.4074074074074,76.99999999999999,75.12037037037037,70.19444444444444,-0.20240854407890863,1.773802066190671,7.555555555555555,3.1600000000000006,4.966666666666665,0.3279779480146043,-0.7068364486383244,0.7862704084250978,0.0007636678754628938,2.9230630458387545,15.4252823743872,0.8339358024691358,8,0.6732673267326733
00010,"['0', '3', '10', '13']",14.188518959507727,0.3135360538535575,0.4930092892276828,7.94895845235774,18.63233241982556,16.56611434261885,13.824848605471779,65.22222222222223,12.778777777777778,6.444444444444445,0.5120245671902203,326.88888888888886,85.03703703703702,89.1388888888889,72.04629629629629,-0.31972173601458015,1.6121717897519834,7.666666666666667,3.4000000000000004,5.002222222222221,0.21091912519402398,-0.6116602076033839,0.8986469256585902,0.000809957830147817,2.9636352188672226,13.703735646807404,0.5412148148148148,6,0.6761195664075331
00011,"['0', '3', '11', '14']",12.868849580179182,0.307401630410864,0.48669074961346526,7.933017130678065,18.386169033956573,16.20649496579794,20.837014654879727,62.55555555555556,14.22322222222222,6.555555555555555,0.46640948047016006,307.92592592592587,90.33333333333333,101.98148148148148,72.2037037037037,-0.3519658791216153,1.3118173294435382,7.555555555555555,3.5822222222222226,4.841851851851852,0.0008739475731675858,-0.6016548783591874,1.010602589806731,0.0008562379727225567,2.986941174369951,12.63674256743342,0.2829037037037037,6,0.6187683284457478
00012,"['0', '3', '12', '15']",11.956257161661265,0.3052529139786639,0.49148621546720767,8.060412501709552,18.301780781078932,21.04530749153932,19.84903008741909,61.111111111111114,15.445444444444446,6.555555555555555,0.43127661122195504,292.85185185185185,92.92592592592592,108.75925925925927,71.57407407407408,-0.3493212338733131,1.2878295650905973,7.444444444444445,3.6399999999999997,4.775555555555555,-0.15540709812223932,-0.6767277910782968,1.0101954355999214,0.00090242744941969,2.9859122581343644,11.74337679530291,0.09710617283950618,6,0.7595606183889341
00013,"['0', '3', '13', '16']",11.33908781288901,0.28555562462967277,0.49654098846916284,9.05558034969457,18.69812813246651,21.35517362683383,17.970312316236416,61.0,16.55655555555556,6.888888888888889,0.4231115336428903,284.0,90.25925925925925,113.6111111111111,72.07407407407406,-0.30661640633731296,1.6015511577774246,7.111111111111111,3.5644444444444443,4.5455555555555565,-0.21765275492033484,-0.8116951757571265,1.0509804392695423,0.0009486908942761727,2.986310667321757,11.331438248313926,0.16600493827160495,5,0.711684911946692
00014,"['0', '3', '14', '17']",10.834556681324598,0.30495487123805465,0.4939546700497855,9.02342396019848,19.585236760150046,21.64043878530044,18.079834424467894,61.77777777777778,17.77877777777778,7.111111111111111,0.4090928260730587,284.1851851851852,85.48148148148147,120.46296296296298,72.46296296296296,-0.2740010615691347,1.8024631953228996,7.111111111111111,3.408888888888889,4.5096296296296305,-0.1768932113078347,-0.8911862995775066,0.9138736784498511,0.0008792763372484821,2.969459490743364,10.95098151286225,0.235279012345679,5,0.6656871799177231
00015,"['0', '3', '15', '18']",10.417218437169494,0.30055929523464225,0.5147731092229161,8.270123564651655,20.119052182257228,17.09803236317218,19.708237970564824,62.55555555555556,18.88988888888889,7.333333333333333,0.3987573926038255,287.59259259259255,80.18518518518518,131.06481481481484,74.35185185185185,-0.24382395118422723,1.8181477466565232,7.111111111111111,3.2577777777777777,4.389629629629629,-0.13154954195982838,-0.881329611575733,0.7409512210869139,0.0006942914604794438,2.956482319418303,10.454680091502947,0.19367901234567902,4,0.6435492095869454
00016,"['0', '3', '16', '19']",10.182873449644388,0.006798153473847502,0.8182503458922622,7.56683550637619,20.912414839401706,12.374366214112282,21.561170854035904,63.77777777777778,19.77877777777778,7.333333333333333,0.3823071214008018,296.48148148148147,77.29629629629629,140.91666666666663,73.66666666666667,-0.2514394939091988,1.680794746569556,7.444444444444445,3.128888888888889,3.9844444444444442,0.0070535135943366285,-0.45556848588828913,0.7464566919732843,0.0007174180624613696,2.962807235359232,10.128736500985202,0.08179753086419754,3,0.6056508089833373
00017,"['0', '3', '17', '20']",10.140867736090343,0.1679732307458007,0.7286815348648268,7.9344003228551845,21.210989848776197,7.636206303260808,16.998753993419555,64.88888888888889,20.223222222222223,7.333333333333333,0.37461961877938765,297.85185185185185,76.4074074074074,147.36111111111111,74.99074074074073,-0.17301143286013895,1.636983753213238,7.444444444444445,3.0888888888888895,3.3699999999999997,0.18178600875237624,0.030455963607026713,1.1079381912287174,0.0012029750933405749,3.0041120925515026,10.40885938924971,0.009856790123456789,3,0.8476953907815631
00018,"['0', '3', '18', '21']",10.304536113815384,0.16241179696859012,0.67983157750214,8.14402511382818,21.77042018542801,7.664143590969164,17.233778585729123,65.33333333333333,20.001,7.333333333333333,0.38046693937380494,297.6296296296297,77.25925925925925,147.41666666666663,75.64814814814814,-0.1636069586706973,1.6715364861075528,7.444444444444445,3.1244444444444444,2.8985185185185185,0.1851143918422327,0.4581613397864543,1.3395988739728428,0.001388049384696117,3.039384381957909,10.40885938924971,0.024987654320987655,2,0.5675889328063242
00019,"['0', '3', '19', '22']",10.37491994567475,0.07690339503028666,0.8383665246592322,8.295306033734168,21.64881719610848,7.63660601210465,12.493865983724726,64.44444444444444,19.55655555555556,7.333333333333333,0.38815444199521904,289.66666666666663,80.62962962962962,143.54629629629628,74.81481481481481,-0.1501407148117345,1.715518808654092,7.333333333333333,3.266666666666667,2.666296296296296,0.13302259328901567,0.4697231493375173,1.7526638073078056,0.001942960085517148,3.0744885993904516,10.739392396605332,0.024987654320987655,2,0.5675889328063242
00020,"['0', '3', '20', '23']",10.41373427197691,0.019287043834212373,0.7243290528770207,8.392039353029263,16.690315817687228,7.56622591622482,12.423485887844897,62.55555555555556,18.88988888888889,7.555555555555555,0.41544827135251594,286.1111111111111,82.4074074074074,137.5185185185185,76.19444444444443,-0.27227718854196803,1.7046222456313076,7.333333333333333,3.302222222222222,2.645555555555555,0.07812428314969037,0.4461245273031839,1.841323608799569,0.0020816677447968632,3.078992229668183,10.454680091502947,0.02546172839506173,3,0.5748642358417377
00021,"['0', '3', '21', '24']",10.422075021676209,0.06058585284309719,0.7407279207910255,9.407733855679119,11.876144526687703,7.433581173404379,10.010587690806306,59.55555555555556,18.001,7.777777777777778,0.45450161419787666,274.22222222222223,79.44444444444443,127.93518518518516,78.50925925925927,-0.39125483372945946,1.7686788656781092,7.666666666666667,3.155555555555556,2.986296296296296,0.3931492348189415,0.6212646034372873,1.6879228459280844,0.0019891191727683284,3.0479680201411887,10.50560684631624,0.09335308641975308,3,0.6349978840457046
00022,"['0', '3', '22', '25']",10.71757146635914,0.20730951229079514,0.6552845955852967,10.62473887918476,7.090444528278646,4.901847455245809,12.657105542182588,56.333333333333336,16.55655555555556,8.0,0.5178506712483144,260.14814814814815,72.18518518518518,112.89814814814812,80.39814814814812,-0.4767981565845834,1.8967702608530166,7.888888888888889,2.848888888888889,3.476666666666667,0.6558123017842235,0.7673786856919624,1.1311878112440075,0.0013416585513556123,2.9636333465667093,10.960623738628223,0.11741234567901235,3,0.6556191117092867
00023,"['0', '3', '23', '26']",11.153740694998593,0.21922105291243474,0.6603500743707859,10.214231251959088,11.676263269688803,4.793778125070676,10.168214341039333,54.44444444444444,15.223222222222224,7.777777777777778,0.5459529660034024,247.74074074074073,67.0,98.53703703703702,80.02777777777777,-0.4582944949710084,2.0760434554447222,8.11111111111111,2.657777777777778,3.7807407407407405,0.9049730133502503,1.014231578909961,0.820736401570333,0.0009716869377688849,2.9236289327463947,11.869129602730018,0.3333530864197531,4,0.5910168286323774
