ID,coords,att_12,att_12_m_I,att_12_g_C,sect1,sect2,sect3,sect4,maximo,maximo_2,maximo_3,ratio32,area1,area12,area2,area3,kurt_1,kurt_2,middle_maximo,mean,var,skew,kurt,geo_mean,har_mean,entr,att_12_prof,porosity,l_n_voids
00000,"['0', '9', '0', '9']",12.05520874067421,0.6920286468937229,0.2973073131794025,9.39198345409579,8.117737378848085,4.638224881611708,12.594253906568126,49.160493827160494,12.704703703703705,7.469135802469136,0.8883211196508446,330.9465020576132,53.115226337448554,75.82716049382715,71.75102880658437,-0.8258300758835667,2.0881710968804246,5.185185185185185,2.191111111111111,2.5269958847736627,0.15563298897760694,-0.8775317032582028,0.5274727945041104,0.0006468568538618907,2.879440863568926,14.315551384009526,0.32536878759100984,9
00001,"['0', '9', '1', '10']",12.2282822916346,0.5637186795646923,0.4015845082233128,9.431720429791941,8.477203799713774,5.148969057658419,12.388210931045322,49.46913580246913,12.482481481481482,7.469135802469136,0.8994554816669534,331.6584362139918,54.831275720164605,74.5514403292181,71.79012345679013,-0.8113234023350462,2.1276393507988867,5.296296296296297,2.259259259259259,2.73798353909465,0.15328743887294302,-0.9078641984451368,0.5830774583229412,0.03819552376169592,2.883025003246476,13.197068981017344,0.37587211142766697,9
00002,"['0', '9', '2', '11']",12.584857895828147,0.6191072601946205,0.3295321661914815,9.148527128722364,8.755828276556036,5.9646341289075275,12.565372189315898,50.148148148148145,12.099765432098767,7.493827160493828,0.9284325094856559,334.90534979423876,57.97530864197532,71.75411522633745,72.06687242798353,-0.7526193019991291,2.277762992548652,5.481481481481482,2.389135802469136,3.0632510288065844,0.14107410389044833,-0.9356644309529848,0.6308711665620211,0.038210954639442775,2.8884885176838497,12.564087882132274,0.4615363511659808,14
00003,"['0', '9', '3', '12']",13.073048020373195,0.6993624936827102,0.24183279081553888,8.969028382086131,10.288907085785258,7.537875834113446,13.231359769816386,51.592592592592595,11.828160493827163,7.54320987654321,0.9884451394213921,337.05349794238685,63.514403292181065,69.24485596707818,72.48251028806584,-0.7078002535034161,2.3871363754218073,5.901234567901234,2.607901234567901,3.59358024691358,0.14972929354437653,-0.8877826275147676,0.7178906887241465,0.038245338167357555,2.897419216088752,12.815761901474396,0.5610889522000633,21
00004,"['0', '9', '4', '13']",13.736899346855274,0.8223351921194069,0.1467051258424328,9.094971224450946,11.954588043465733,9.172318406525493,12.169646263402443,54.2962962962963,11.680012345679014,7.567901234567901,1.025384548340693,338.49794238683126,70.20987654320989,67.5977366255144,73.40534979423869,-0.6905078849907981,2.552056893820086,6.6419753086419755,2.877037037037037,4.38753086419753,0.1931336996437937,-0.7864312026026311,0.8173435643755534,0.03829223118920932,2.9073754342343276,12.815761901474396,0.5658794977313496,23
00005,"['0', '9', '5', '14']",14.59381528363056,0.8839405096473346,0.09753281840524286,9.221007760108064,13.37006702383312,9.922176175718414,10.819137834832384,56.888888888888886,11.383716049382718,7.617283950617284,1.120750544620503,337.3168724279835,77.10288065843622,65.52263374485597,74.22839506172839,-0.658866081620994,2.5373754322000464,7.567901234567901,3.1471604938271605,5.455473251028807,0.2789189069406155,-0.6410924700188635,0.9228606031374175,0.08345840119833238,2.9109120954906276,14.219623334374802,0.5564440223699483,19
00006,"['0', '9', '6', '15']",15.343681738079287,0.9168554373449554,0.09110202845385512,9.011028633943386,14.379988858359315,11.210240127653268,11.009822348163205,58.148148148148145,10.840506172839508,7.691358024691358,1.2113474284683083,335.75308641975306,82.87654320987654,61.91358024691358,74.86008230452676,-0.6183169580741559,2.5449939237254164,8.444444444444445,3.377777777777778,6.573786008230451,0.37324229703139716,-0.5120379216302998,0.9910968419902695,0.08349439083433087,2.9047474455567484,15.795654825903645,0.8270022158911048,20
00007,"['0', '9', '7', '16']",15.982176532008966,0.8729380460684538,0.1302340763748095,9.020332677264756,14.802909453131909,11.618328067530543,11.128765663171244,58.45679012345679,10.087419753086422,7.716049382716049,1.2759067763426493,334.88065843621405,86.26748971193416,57.82510288065844,75.3477366255144,-0.5640177549449635,2.513315466480073,8.987654320987655,3.52,7.088971193415638,0.455848831323272,-0.3908671388314697,1.1281589702481236,0.14384320228693923,2.9063566888486374,19.546224427647903,0.8956568534346312,21
00008,"['0', '9', '8', '17']",16.380880051326983,0.7862741590633902,0.19186686260700073,8.977148483419784,15.482890853511178,11.43210395409079,11.064335739620985,58.148148148148145,9.45779012345679,7.765432098765432,1.3346717397294445,338.22222222222223,87.6872427983539,54.53497942386832,75.66769547325103,-0.507305425965741,2.4546674080670265,9.197530864197532,3.575308641975309,7.217325102880658,0.49847931418400426,-0.31766832168503656,1.2180716659531554,0.1816186889980128,2.911505736278494,19.77162769740397,0.9197108789701383,21
00009,"['0', '9', '9', '18']",16.541078446420382,0.7289893735881561,0.233314175661328,8.776567921888342,15.413043269411112,11.24800285001774,11.204704245286976,57.44444444444444,9.062728395061727,7.814814814814815,1.3712098910857302,340.3415637860082,86.679012345679,53.02366255144033,76.33641975308642,-0.5084692210830918,2.3917404744595396,9.123456790123457,3.5397530864197533,7.134691358024691,0.5384241731909905,-0.2975101566195068,1.28725418593513,0.31603682958873675,2.915364135346516,22.042251673203243,0.9771953149730928,24
00010,"['0', '9', '10', '19']",16.4034948021818,0.7709403731770839,0.20231561512767393,8.775028510254172,14.997388267294887,10.152078526327532,10.989498057877256,56.592592592592595,9.099765432098765,7.864197530864198,1.3805049250864165,337.3662551440329,83.67489711934157,54.39506172839505,76.69958847736625,-0.5427021185640846,2.3221835265780797,8.901234567901234,3.430123456790124,6.8974485596707815,0.5359479433261573,-0.29052458050194957,1.1830467840562902,0.2784496093309695,2.9067667047467998,19.546224427647903,0.9173557032816292,24
00011,"['0', '9', '11', '20']",15.977149719801625,0.8584523755855678,0.13084578733298566,8.789843862443828,14.659752337346394,9.29758065240844,10.862247546687222,55.79012345679013,9.581246913580248,7.888888888888889,1.3570382773434218,331.7736625514403,80.41563786008231,58.92078189300411,76.9588477366255,-0.6049417814753554,2.1685997407909485,8.641975308641975,3.311604938271605,6.611604938271604,0.5225493142790902,-0.3269906797324415,1.136780128468365,0.2784312667391056,2.8995279246863905,16.89588280458889,0.843340719637016,23
00012,"['0', '9', '12', '21']",15.277689225109063,0.9199344253963729,0.08602869668004445,8.735510454556879,13.922663952386253,8.560270436003577,10.153105466798408,55.03703703703704,10.396061728395063,7.91358024691358,1.286760813917982,327.477366255144,76.46502057613169,65.1028806584362,77.79629629629629,-0.6301302056732919,2.058369044775417,8.25925925925926,3.170864197530864,6.145884773662551,0.48398020954529447,-0.3656723181943987,1.1071510169153955,0.27843595742112054,2.901746427834539,16.38514791463104,0.7491484647040202,21
00013,"['0', '9', '13', '22']",14.385817716410516,0.9022911569734584,0.07783974236368671,8.541309344206862,13.336607425988646,7.767996758536562,11.086100493104833,54.370370370370374,11.420753086419753,7.962962962962963,1.202231410939446,326.30041152263374,73.14403292181069,71.94135802469134,78.49279835390946,-0.6221999754546038,1.9122498590992487,7.7407407407407405,3.048395061728395,5.4439094650205755,0.39775379324314725,-0.39950556414489913,1.1190048780809336,0.2784868203917073,2.9186507848931154,14.535343319139088,0.623767014878126,19
00014,"['0', '9', '14', '23']",13.370354361193593,0.8572982731294776,0.11096479663959487,8.420538624108111,12.939931871068515,7.868084568258354,12.321210109118908,53.901234567901234,12.494827160493827,7.987654320987654,1.068567766016843,326.83127572016457,69.4156378600823,79.14609053497941,78.79629629629629,-0.6559653916534388,1.9186137632999092,7.049382716049383,2.9150617283950613,4.478477366255144,0.2786918424582218,-0.4826172277335713,1.1088075040583008,0.23339067143507666,2.9402116003890817,12.921427319629618,0.5087052864830642,19
00015,"['0', '9', '15', '24']",12.590726326346173,0.7968125891973684,0.16129548476958386,8.29933056153706,12.67804182332737,7.37447107445405,12.283331606018448,53.617283950617285,13.346679012345678,8.012345679012345,0.9829876320322891,324.2839506172839,65.51440329218106,85.20679012345678,78.77777777777777,-0.6931722192420344,1.895561441573786,6.271604938271605,2.771358024691358,3.4308230452674895,0.15021382071384595,-0.5819996407543991,1.0972207596805188,0.23339008717358856,2.9603901185668944,12.03772616538995,0.291292603144455,21
00016,"['0', '9', '16', '25']",12.152500234535498,0.7327498150524564,0.21891276577638302,8.153624707718274,12.24367226589964,7.480987038893444,12.01067565966319,53.666666666666664,13.902234567901234,8.061728395061728,0.9524303688011361,319.7201646090535,62.39506172839506,88.65843621399176,79.10185185185185,-0.7529495293456732,1.9396379929157455,5.654320987654321,2.6577777777777776,2.8743621399176953,0.026488341386804396,-0.7207683525248499,1.013899997667193,0.17309061825663474,2.970329503134361,12.03772616538995,0.30151524744117336,20
00017,"['0', '9', '17', '26']",12.056624141230047,0.7539433373685651,0.21107225885844907,7.849736800075021,12.092997322454497,8.156214839538414,12.092527155057773,54.123456790123456,14.14914814814815,8.061728395061728,0.946427180489186,313.1563786008231,60.4238683127572,90.30555555555556,79.63168724279835,-0.8130901921829772,1.9898362531040865,5.333333333333333,2.5891358024691358,2.6395884773662552,-0.0423776137183048,-0.7950489622918999,0.9238459946620909,0.13532026778384734,2.969867928999375,12.564087882132274,0.308715838345468,20
00018,"['0', '9', '18', '27']",12.272218302292208,0.8271249611453376,0.1503254688361328,7.643267377965997,11.863140140724393,8.341297599045824,12.32472886630831,54.76543209876543,14.06272839506173,8.08641975308642,0.9977548144676099,314.34567901234567,59.49382716049383,89.59053497942386,79.7633744855967,-0.7895720587840903,1.9820272260845604,5.172839506172839,2.550123456790123,2.5250617283950616,-0.0977987832803331,-0.81516673586042,0.813534958462772,0.0008821446486641598,2.9662045063034164,13.464224185623042,0.2801224016038831,15
